slot_id,appointment_date,appointment_time,is_available
0000068,2015-01-02,14:45:00,False
0000069,2015-01-02,15:00:00,False
0000070,2015-01-02,15:15:00,False
0000071,2015-01-02,15:30:00,False
0000072,2015-01-02,15:45:00,False
0000073,2015-01-02,16:00:00,False
0000074,2015-01-02,16:15:00,False
0000075,2015-01-02,16:30:00,True
0000076,2015-01-02,16:45:00,False
0000077,2015-01-02,17:00:00,False
0000078,2015-01-02,17:15:00,False
0000079,2015-01-02,17:30:00,False
0000080,2015-01-02,17:45:00,False
0000081,2015-01-05,08:00:00,False
0000082,2015-01-05,08:15:00,False
0000083,2015-01-05,08:30:00,False
0000084,2015-01-05,08:45:00,False
0000085,2015-01-05,09:00:00,False
0000086,2015-01-05,09:15:00,False
0000087,2015-01-05,09:30:00,False
0000088,2015-01-05,09:45:00,False
0000089,2015-01-05,10:00:00,False
0000090,2015-01-05,10:15:00,False
0000091,2015-01-05,10:30:00,False
0000092,2015-01-05,10:45:00,True
0000093,2015-01-05,11:00:00,False
0000094,2015-01-05,11:15:00,False
0000095,2015-01-05,11:30:00,False
0000096,2015-01-05,11:45:00,False
0000097,2015-01-05,12:00:00,False
0000098,2015-01-05,12:15:00,False
0000099,2015-01-05,12:30:00,False
0000100,2015-01-05,12:45:00,False
0000101,2015-01-05,13:00:00,False
0000102,2015-01-05,13:15:00,False
0000103,2015-01-05,13:30:00,False
0000104,2015-01-05,13:45:00,False
0000105,2015-01-05,14:00:00,False
0000106,2015-01-05,14:15:00,False
0000107,2015-01-05,14:30:00,True
0000108,2015-01-05,14:45:00,False
0000109,2015-01-05,15:00:00,False
0000110,2015-01-05,15:15:00,False
0000111,2015-01-05,15:30:00,False
0000112,2015-01-05,15:45:00,False
0000113,2015-01-05,16:00:00,False
0000114,2015-01-05,16:15:00,False
0000115,2015-01-05,16:30:00,False
0000116,2015-01-05,16:45:00,False
0000117,2015-01-05,17:00:00,False
0000118,2015-01-05,17:15:00,True
0000119,2015-01-05,17:30:00,False
0000120,2015-01-05,17:45:00,False
0000121,2015-01-06,08:00:00,True
0000122,2015-01-06,08:15:00,False
0000123,2015-01-06,08:30:00,False
0000124,2015-01-06,08:45:00,True
0000125,2015-01-06,09:00:00,False
0000126,2015-01-06,09:15:00,False
0000127,2015-01-06,09:30:00,False
0000128,2015-01-06,09:45:00,False
0000129,2015-01-06,10:00:00,True
0000130,2015-01-06,10:15:00,False
0000131,2015-01-06,10:30:00,False
0000132,2015-01-06,10:45:00,True
0000133,2015-01-06,11:00:00,False
0000134,2015-01-06,11:15:00,False
0000135,2015-01-06,11:30:00,False
0000136,2015-01-06,11:45:00,False
0000137,2015-01-06,12:00:00,False
0000138,2015-01-06,12:15:00,False
0000139,2015-01-06,12:30:00,False
0000140,2015-01-06,12:45:00,False
0000141,2015-01-06,13:00:00,False
0000142,2015-01-06,13:15:00,False
0000143,2015-01-06,13:30:00,False
0000144,2015-01-06,13:45:00,True
0000145,2015-01-06,14:00:00,False
0000146,2015-01-06,14:15:00,False
0000147,2015-01-06,14:30:00,False
0000148,2015-01-06,14:45:00,False
0000149,2015-01-06,15:00:00,False
0000150,2015-01-06,15:15:00,False
0000151,2015-01-06,15:30:00,False
0000152,2015-01-06,15:45:00,False
0000153,2015-01-06,16:00:00,False
0000154,2015-01-06,16:15:00,False
0000155,2015-01-06,16:30:00,False
0000156,2015-01-06,16:45:00,False
0000157,2015-01-06,17:00:00,False
0000158,2015-01-06,17:15:00,False
0000159,2015-01-06,17:30:00,False
0000160,2015-01-06,17:45:00,True
0000161,2015-01-07,08:00:00,False
0000162,2015-01-07,08:15:00,True
0000163,2015-01-07,08:30:00,False
0000164,2015-01-07,08:45:00,False
0000165,2015-01-07,09:00:00,False
0000166,2015-01-07,09:15:00,False
0000167,2015-01-07,09:30:00,False
0000168,2015-01-07,09:45:00,False
0000169,2015-01-07,10:00:00,True
0000170,2015-01-07,10:15:00,False
0000171,2015-01-07,10:30:00,False
0000172,2015-01-07,10:45:00,False
0000173,2015-01-07,11:00:00,False
0000174,2015-01-07,11:15:00,False
0000175,2015-01-07,11:30:00,False
0000176,2015-01-07,11:45:00,False
0000177,2015-01-07,12:00:00,False
0000178,2015-01-07,12:15:00,False
0000179,2015-01-07,12:30:00,False
0000180,2015-01-07,12:45:00,False
0000181,2015-01-07,13:00:00,False
0000182,2015-01-07,13:15:00,False
0000183,2015-01-07,13:30:00,False
0000184,2015-01-07,13:45:00,False
0000185,2015-01-07,14:00:00,False
0000186,2015-01-07,14:15:00,False
0000187,2015-01-07,14:30:00,False
0000188,2015-01-07,14:45:00,False
0000189,2015-01-07,15:00:00,False
0000190,2015-01-07,15:15:00,False
0000191,2015-01-07,15:30:00,False
0000192,2015-01-07,15:45:00,False
0000193,2015-01-07,16:00:00,False
0000194,2015-01-07,16:15:00,False
0000195,2015-01-07,16:30:00,False
0000196,2015-01-07,16:45:00,False
0000197,2015-01-07,17:00:00,False
0000198,2015-01-07,17:15:00,False
0000199,2015-01-07,17:30:00,False
0000200,2015-01-07,17:45:00,False
0000201,2015-01-08,08:00:00,False
0000202,2015-01-08,08:15:00,False
0000203,2015-01-08,08:30:00,False
0000204,2015-01-08,08:45:00,False
0000205,2015-01-08,09:00:00,False
0000206,2015-01-08,09:15:00,False
0000207,2015-01-08,09:30:00,False
0000208,2015-01-08,09:45:00,False
0000209,2015-01-08,10:00:00,False
0000210,2015-01-08,10:15:00,True
0000211,2015-01-08,10:30:00,False
0000212,2015-01-08,10:45:00,False
0000213,2015-01-08,11:00:00,False
0000214,2015-01-08,11:15:00,False
0000215,2015-01-08,11:30:00,False
0000216,2015-01-08,11:45:00,False
0000217,2015-01-08,12:00:00,True
0000218,2015-01-08,12:15:00,False
0000219,2015-01-08,12:30:00,False
0000220,2015-01-08,12:45:00,False
0000221,2015-01-08,13:00:00,False
0000222,2015-01-08,13:15:00,False
0000223,2015-01-08,13:30:00,False
0000224,2015-01-08,13:45:00,False
0000225,2015-01-08,14:00:00,False
0000226,2015-01-08,14:15:00,False
0000227,2015-01-08,14:30:00,True
0000228,2015-01-08,14:45:00,False
0000229,2015-01-08,15:00:00,False
0000230,2015-01-08,15:15:00,False
0000231,2015-01-08,15:30:00,False
0000232,2015-01-08,15:45:00,False
0000233,2015-01-08,16:00:00,False
0000234,2015-01-08,16:15:00,False
0000235,2015-01-08,16:30:00,True
0000236,2015-01-08,16:45:00,False
0000237,2015-01-08,17:00:00,False
0000238,2015-01-08,17:15:00,False
0000239,2015-01-08,17:30:00,False
0000240,2015-01-08,17:45:00,False
0000241,2015-01-09,08:00:00,False
0000242,2015-01-09,08:15:00,False
0000243,2015-01-09,08:30:00,False
0000244,2015-01-09,08:45:00,False
0000245,2015-01-09,09:00:00,False
0000246,2015-01-09,09:15:00,False
0000247,2015-01-09,09:30:00,False
0000248,2015-01-09,09:45:00,False
0000249,2015-01-09,10:00:00,False
0000250,2015-01-09,10:15:00,True
0000251,2015-01-09,10:30:00,False
0000252,2015-01-09,10:45:00,False
0000253,2015-01-09,11:00:00,False
0000254,2015-01-09,11:15:00,False
0000255,2015-01-09,11:30:00,False
0000256,2015-01-09,11:45:00,False
0000257,2015-01-09,12:00:00,True
0000258,2015-01-09,12:15:00,False
0000259,2015-01-09,12:30:00,False
0000260,2015-01-09,12:45:00,False
0000261,2015-01-09,13:00:00,False
0000262,2015-01-09,13:15:00,False
0000263,2015-01-09,13:30:00,False
0000264,2015-01-09,13:45:00,False
0000265,2015-01-09,14:00:00,False
0000266,2015-01-09,14:15:00,False
0000267,2015-01-09,14:30:00,False
0000268,2015-01-09,14:45:00,False
0000269,2015-01-09,15:00:00,False
0000270,2015-01-09,15:15:00,False
0000271,2015-01-09,15:30:00,False
0000272,2015-01-09,15:45:00,False
0000273,2015-01-09,16:00:00,False
0000274,2015-01-09,16:15:00,False
0000275,2015-01-09,16:30:00,False
0000276,2015-01-09,16:45:00,False
0000277,2015-01-09,17:00:00,False
0000278,2015-01-09,17:15:00,False
0000279,2015-01-09,17:30:00,False
0000280,2015-01-09,17:45:00,False
0000281,2015-01-12,08:00:00,False
0000282,2015-01-12,08:15:00,False
0000283,2015-01-12,08:30:00,False
0000284,2015-01-12,08:45:00,False
0000285,2015-01-12,09:00:00,False
0000286,2015-01-12,09:15:00,False
0000287,2015-01-12,09:30:00,False
0000288,2015-01-12,09:45:00,False
0000289,2015-01-12,10:00:00,False
0000290,2015-01-12,10:15:00,False
0000291,2015-01-12,10:30:00,False
0000292,2015-01-12,10:45:00,False
0000293,2015-01-12,11:00:00,False
0000294,2015-01-12,11:15:00,False
0000295,2015-01-12,11:30:00,False
0000296,2015-01-12,11:45:00,False
0000297,2015-01-12,12:00:00,False
0000298,2015-01-12,12:15:00,False
0000299,2015-01-12,12:30:00,False
0000300,2015-01-12,12:45:00,False
0000301,2015-01-12,13:00:00,False
0000302,2015-01-12,13:15:00,False
0000303,2015-01-12,13:30:00,False
0000304,2015-01-12,13:45:00,False
0000305,2015-01-12,14:00:00,False
0000306,2015-01-12,14:15:00,True
0000307,2015-01-12,14:30:00,True
0000308,2015-01-12,14:45:00,False
0000309,2015-01-12,15:00:00,False
0000310,2015-01-12,15:15:00,False
0000311,2015-01-12,15:30:00,False
0000312,2015-01-12,15:45:00,True
0000313,2015-01-12,16:00:00,False
0000314,2015-01-12,16:15:00,False
0000315,2015-01-12,16:30:00,False
0000316,2015-01-12,16:45:00,True
0000317,2015-01-12,17:00:00,False
0000318,2015-01-12,17:15:00,False
0000319,2015-01-12,17:30:00,False
0000320,2015-01-12,17:45:00,False
0000321,2015-01-13,08:00:00,False
0000322,2015-01-13,08:15:00,False
0000323,2015-01-13,08:30:00,True
0000324,2015-01-13,08:45:00,False
0000325,2015-01-13,09:00:00,True
0000326,2015-01-13,09:15:00,False
0000327,2015-01-13,09:30:00,False
0000328,2015-01-13,09:45:00,False
0000329,2015-01-13,10:00:00,False
0000330,2015-01-13,10:15:00,False
0000331,2015-01-13,10:30:00,False
0000332,2015-01-13,10:45:00,False
0000333,2015-01-13,11:00:00,True
0000334,2015-01-13,11:15:00,False
0000335,2015-01-13,11:30:00,False
0000336,2015-01-13,11:45:00,False
0000337,2015-01-13,12:00:00,False
0000338,2015-01-13,12:15:00,False
0000339,2015-01-13,12:30:00,False
0000340,2015-01-13,12:45:00,False
0000341,2015-01-13,13:00:00,False
0000342,2015-01-13,13:15:00,False
0000343,2015-01-13,13:30:00,False
0000344,2015-01-13,13:45:00,False
0000345,2015-01-13,14:00:00,False
0000346,2015-01-13,14:15:00,False
0000347,2015-01-13,14:30:00,False
0000348,2015-01-13,14:45:00,False
0000349,2015-01-13,15:00:00,False
0000350,2015-01-13,15:15:00,False
0000351,2015-01-13,15:30:00,False
0000352,2015-01-13,15:45:00,False
0000353,2015-01-13,16:00:00,False
0000354,2015-01-13,16:15:00,True
0000355,2015-01-13,16:30:00,False
0000356,2015-01-13,16:45:00,False
0000357,2015-01-13,17:00:00,False
0000358,2015-01-13,17:15:00,False
0000359,2015-01-13,17:30:00,False
0000360,2015-01-13,17:45:00,False
0000361,2015-01-14,08:00:00,True
0000362,2015-01-14,08:15:00,False
0000363,2015-01-14,08:30:00,False
0000364,2015-01-14,08:45:00,False
0000365,2015-01-14,09:00:00,False
0000366,2015-01-14,09:15:00,False
0000367,2015-01-14,09:30:00,True
0000368,2015-01-14,09:45:00,False
0000369,2015-01-14,10:00:00,True
0000370,2015-01-14,10:15:00,False
0000371,2015-01-14,10:30:00,False
0000372,2015-01-14,10:45:00,False
0000373,2015-01-14,11:00:00,False
0000374,2015-01-14,11:15:00,False
0000375,2015-01-14,11:30:00,True
0000376,2015-01-14,11:45:00,False
0000377,2015-01-14,12:00:00,False
0000378,2015-01-14,12:15:00,False
0000379,2015-01-14,12:30:00,False
0000380,2015-01-14,12:45:00,False
0000381,2015-01-14,13:00:00,False
0000382,2015-01-14,13:15:00,False
0000383,2015-01-14,13:30:00,False
0000384,2015-01-14,13:45:00,False
0000385,2015-01-14,14:00:00,False
0000386,2015-01-14,14:15:00,False
0000387,2015-01-14,14:30:00,False
0000388,2015-01-14,14:45:00,False
0000389,2015-01-14,15:00:00,False
0000390,2015-01-14,15:15:00,False
0000391,2015-01-14,15:30:00,False
0000392,2015-01-14,15:45:00,False
0000393,2015-01-14,16:00:00,False
0000394,2015-01-14,16:15:00,False
0000395,2015-01-14,16:30:00,False
0000396,2015-01-14,16:45:00,False
0000397,2015-01-14,17:00:00,True
0000398,2015-01-14,17:15:00,False
0000399,2015-01-14,17:30:00,False
0000400,2015-01-14,17:45:00,False
0000401,2015-01-15,08:00:00,False
0000402,2015-01-15,08:15:00,False
0000403,2015-01-15,08:30:00,False
0000404,2015-01-15,08:45:00,False
0000405,2015-01-15,09:00:00,False
0000406,2015-01-15,09:15:00,False
0000407,2015-01-15,09:30:00,False
0000408,2015-01-15,09:45:00,False
0000409,2015-01-15,10:00:00,False
0000410,2015-01-15,10:15:00,False
0000411,2015-01-15,10:30:00,False
0000412,2015-01-15,10:45:00,False
0000413,2015-01-15,11:00:00,False
0000414,2015-01-15,11:15:00,False
0000415,2015-01-15,11:30:00,False
0000416,2015-01-15,11:45:00,False
0000417,2015-01-15,12:00:00,False
0000418,2015-01-15,12:15:00,False
0000419,2015-01-15,12:30:00,True
0000420,2015-01-15,12:45:00,False
0000421,2015-01-15,13:00:00,False
0000422,2015-01-15,13:15:00,False
0000423,2015-01-15,13:30:00,False
0000424,2015-01-15,13:45:00,False
0000425,2015-01-15,14:00:00,False
0000426,2015-01-15,14:15:00,False
0000427,2015-01-15,14:30:00,True
0000428,2015-01-15,14:45:00,False
0000429,2015-01-15,15:00:00,False
0000430,2015-01-15,15:15:00,True
0000431,2015-01-15,15:30:00,False
0000432,2015-01-15,15:45:00,True
0000433,2015-01-15,16:00:00,False
0000434,2015-01-15,16:15:00,False
0000435,2015-01-15,16:30:00,False
0000436,2015-01-15,16:45:00,False
0000437,2015-01-15,17:00:00,True
0000438,2015-01-15,17:15:00,False
0000439,2015-01-15,17:30:00,False
0000440,2015-01-15,17:45:00,True
0000441,2015-01-16,08:00:00,False
0000442,2015-01-16,08:15:00,False
0000443,2015-01-16,08:30:00,False
0000444,2015-01-16,08:45:00,False
0000445,2015-01-16,09:00:00,False
0000446,2015-01-16,09:15:00,False
0000447,2015-01-16,09:30:00,False
0000448,2015-01-16,09:45:00,False
0000449,2015-01-16,10:00:00,False
0000450,2015-01-16,10:15:00,False
0000451,2015-01-16,10:30:00,False
0000452,2015-01-16,10:45:00,False
0000453,2015-01-16,11:00:00,False
0000454,2015-01-16,11:15:00,False
0000455,2015-01-16,11:30:00,False
0000456,2015-01-16,11:45:00,False
0000457,2015-01-16,12:00:00,False
0000458,2015-01-16,12:15:00,False
0000459,2015-01-16,12:30:00,True
0000460,2015-01-16,12:45:00,False
0000461,2015-01-16,13:00:00,False
0000462,2015-01-16,13:15:00,False
0000463,2015-01-16,13:30:00,True
0000464,2015-01-16,13:45:00,True
0000465,2015-01-16,14:00:00,False
0000466,2015-01-16,14:15:00,True
0000467,2015-01-16,14:30:00,False
0000468,2015-01-16,14:45:00,False
0000469,2015-01-16,15:00:00,False
0000470,2015-01-16,15:15:00,True
0000471,2015-01-16,15:30:00,False
0000472,2015-01-16,15:45:00,False
0000473,2015-01-16,16:00:00,False
0000474,2015-01-16,16:15:00,False
0000475,2015-01-16,16:30:00,False
0000476,2015-01-16,16:45:00,False
0000477,2015-01-16,17:00:00,False
0000478,2015-01-16,17:15:00,False
0000479,2015-01-16,17:30:00,False
0000480,2015-01-16,17:45:00,False
0000481,2015-01-19,08:00:00,False
0000482,2015-01-19,08:15:00,False
0000483,2015-01-19,08:30:00,False
0000484,2015-01-19,08:45:00,False
0000485,2015-01-19,09:00:00,False
0000486,2015-01-19,09:15:00,False
0000487,2015-01-19,09:30:00,False
0000488,2015-01-19,09:45:00,False
0000489,2015-01-19,10:00:00,False
0000490,2015-01-19,10:15:00,False
0000491,2015-01-19,10:30:00,False
0000492,2015-01-19,10:45:00,False
0000493,2015-01-19,11:00:00,False
0000494,2015-01-19,11:15:00,True
0000495,2015-01-19,11:30:00,False
0000496,2015-01-19,11:45:00,False
0000497,2015-01-19,12:00:00,False
0000498,2015-01-19,12:15:00,False
0000499,2015-01-19,12:30:00,False
0000500,2015-01-19,12:45:00,False
0000501,2015-01-19,13:00:00,False
0000502,2015-01-19,13:15:00,False
0000503,2015-01-19,13:30:00,False
0000504,2015-01-19,13:45:00,False
0000505,2015-01-19,14:00:00,False
0000506,2015-01-19,14:15:00,False
0000507,2015-01-19,14:30:00,False
0000508,2015-01-19,14:45:00,False
0000509,2015-01-19,15:00:00,False
0000510,2015-01-19,15:15:00,False
0000511,2015-01-19,15:30:00,False
0000512,2015-01-19,15:45:00,False
0000513,2015-01-19,16:00:00,False
0000514,2015-01-19,16:15:00,False
0000515,2015-01-19,16:30:00,False
0000516,2015-01-19,16:45:00,False
0000517,2015-01-19,17:00:00,False
0000518,2015-01-19,17:15:00,False
0000519,2015-01-19,17:30:00,False
0000520,2015-01-19,17:45:00,True
0000521,2015-01-20,08:00:00,False
0000522,2015-01-20,08:15:00,False
0000523,2015-01-20,08:30:00,False
0000524,2015-01-20,08:45:00,False
0000525,2015-01-20,09:00:00,False
0000526,2015-01-20,09:15:00,False
0000527,2015-01-20,09:30:00,True
0000528,2015-01-20,09:45:00,False
0000529,2015-01-20,10:00:00,False
0000530,2015-01-20,10:15:00,False
0000531,2015-01-20,10:30:00,False
0000532,2015-01-20,10:45:00,True
0000533,2015-01-20,11:00:00,True
0000534,2015-01-20,11:15:00,False
0000535,2015-01-20,11:30:00,False
0000536,2015-01-20,11:45:00,False
0000537,2015-01-20,12:00:00,False
0000538,2015-01-20,12:15:00,False
0000539,2015-01-20,12:30:00,False
0000540,2015-01-20,12:45:00,False
0000541,2015-01-20,13:00:00,False
0000542,2015-01-20,13:15:00,False
0000543,2015-01-20,13:30:00,False
0000544,2015-01-20,13:45:00,False
0000545,2015-01-20,14:00:00,False
0000546,2015-01-20,14:15:00,False
0000547,2015-01-20,14:30:00,False
0000548,2015-01-20,14:45:00,False
0000549,2015-01-20,15:00:00,False
0000550,2015-01-20,15:15:00,False
0000551,2015-01-20,15:30:00,False
0000552,2015-01-20,15:45:00,False
0000553,2015-01-20,16:00:00,False
0000554,2015-01-20,16:15:00,False
0000555,2015-01-20,16:30:00,False
0000556,2015-01-20,16:45:00,False
0000557,2015-01-20,17:00:00,True
0000558,2015-01-20,17:15:00,False
0000559,2015-01-20,17:30:00,False
0000560,2015-01-20,17:45:00,False
0000561,2015-01-21,08:00:00,False
0000562,2015-01-21,08:15:00,False
0000563,2015-01-21,08:30:00,False
0000564,2015-01-21,08:45:00,False
0000565,2015-01-21,09:00:00,False
0000566,2015-01-21,09:15:00,False
0000567,2015-01-21,09:30:00,False
0000568,2015-01-21,09:45:00,True
0000569,2015-01-21,10:00:00,False
0000570,2015-01-21,10:15:00,False
0000571,2015-01-21,10:30:00,False
0000572,2015-01-21,10:45:00,False
0000573,2015-01-21,11:00:00,False
0000574,2015-01-21,11:15:00,False
0000575,2015-01-21,11:30:00,False
0000576,2015-01-21,11:45:00,False
0000577,2015-01-21,12:00:00,False
0000578,2015-01-21,12:15:00,False
0000579,2015-01-21,12:30:00,False
0000580,2015-01-21,12:45:00,False
0000581,2015-01-21,13:00:00,False
0000582,2015-01-21,13:15:00,True
0000583,2015-01-21,13:30:00,False
0000584,2015-01-21,13:45:00,False
0000585,2015-01-21,14:00:00,False
0000586,2015-01-21,14:15:00,False
0000587,2015-01-21,14:30:00,False
0000588,2015-01-21,14:45:00,False
0000589,2015-01-21,15:00:00,False
0000590,2015-01-21,15:15:00,False
0000591,2015-01-21,15:30:00,False
0000592,2015-01-21,15:45:00,False
0000593,2015-01-21,16:00:00,False
0000594,2015-01-21,16:15:00,False
0000595,2015-01-21,16:30:00,True
0000596,2015-01-21,16:45:00,False
0000597,2015-01-21,17:00:00,False
0000598,2015-01-21,17:15:00,False
0000599,2015-01-21,17:30:00,True
0000600,2015-01-21,17:45:00,False
0000601,2015-01-22,08:00:00,False
0000602,2015-01-22,08:15:00,False
0000603,2015-01-22,08:30:00,False
0000604,2015-01-22,08:45:00,False
0000605,2015-01-22,09:00:00,False
0000606,2015-01-22,09:15:00,False
0000607,2015-01-22,09:30:00,False
0000608,2015-01-22,09:45:00,False
0000609,2015-01-22,10:00:00,False
0000610,2015-01-22,10:15:00,False
0000611,2015-01-22,10:30:00,False
0000612,2015-01-22,10:45:00,False
0000613,2015-01-22,11:00:00,False
0000614,2015-01-22,11:15:00,False
0000615,2015-01-22,11:30:00,False
0000616,2015-01-22,11:45:00,False
0000617,2015-01-22,12:00:00,False
0000618,2015-01-22,12:15:00,False
0000619,2015-01-22,12:30:00,False
0000620,2015-01-22,12:45:00,False
0000621,2015-01-22,13:00:00,False
0000622,2015-01-22,13:15:00,False
0000623,2015-01-22,13:30:00,False
0000624,2015-01-22,13:45:00,False
0000625,2015-01-22,14:00:00,False
0000626,2015-01-22,14:15:00,False
0000627,2015-01-22,14:30:00,False
0000628,2015-01-22,14:45:00,False
0000629,2015-01-22,15:00:00,False
0000630,2015-01-22,15:15:00,False
0000631,2015-01-22,15:30:00,False
0000632,2015-01-22,15:45:00,False
0000633,2015-01-22,16:00:00,False
0000634,2015-01-22,16:15:00,False
0000635,2015-01-22,16:30:00,False
0000636,2015-01-22,16:45:00,False
0000637,2015-01-22,17:00:00,False
0000638,2015-01-22,17:15:00,False
0000639,2015-01-22,17:30:00,False
0000640,2015-01-22,17:45:00,False
0000641,2015-01-23,08:00:00,False
0000642,2015-01-23,08:15:00,False
0000643,2015-01-23,08:30:00,False
0000644,2015-01-23,08:45:00,False
0000645,2015-01-23,09:00:00,False
0000646,2015-01-23,09:15:00,True
0000647,2015-01-23,09:30:00,False
0000648,2015-01-23,09:45:00,False
0000649,2015-01-23,10:00:00,False
0000650,2015-01-23,10:15:00,False
0000651,2015-01-23,10:30:00,False
0000652,2015-01-23,10:45:00,False
0000653,2015-01-23,11:00:00,False
0000654,2015-01-23,11:15:00,False
0000655,2015-01-23,11:30:00,False
0000656,2015-01-23,11:45:00,False
0000657,2015-01-23,12:00:00,True
0000658,2015-01-23,12:15:00,False
0000659,2015-01-23,12:30:00,False
0000660,2015-01-23,12:45:00,False
0000661,2015-01-23,13:00:00,True
0000662,2015-01-23,13:15:00,False
0000663,2015-01-23,13:30:00,True
0000664,2015-01-23,13:45:00,False
0000665,2015-01-23,14:00:00,False
0000666,2015-01-23,14:15:00,False
0000667,2015-01-23,14:30:00,True
0000668,2015-01-23,14:45:00,False
0000669,2015-01-23,15:00:00,False
0000670,2015-01-23,15:15:00,True
0000671,2015-01-23,15:30:00,False
0000672,2015-01-23,15:45:00,False
0000673,2015-01-23,16:00:00,False
0000674,2015-01-23,16:15:00,False
0000675,2015-01-23,16:30:00,False
0000676,2015-01-23,16:45:00,False
0000677,2015-01-23,17:00:00,True
0000678,2015-01-23,17:15:00,False
0000679,2015-01-23,17:30:00,False
0000680,2015-01-23,17:45:00,False
0000681,2015-01-26,08:00:00,False
0000682,2015-01-26,08:15:00,True
0000683,2015-01-26,08:30:00,False
0000684,2015-01-26,08:45:00,False
0000685,2015-01-26,09:00:00,False
0000686,2015-01-26,09:15:00,False
0000687,2015-01-26,09:30:00,False
0000688,2015-01-26,09:45:00,False
0000689,2015-01-26,10:00:00,False
0000690,2015-01-26,10:15:00,True
0000691,2015-01-26,10:30:00,False
0000692,2015-01-26,10:45:00,False
0000693,2015-01-26,11:00:00,False
0000694,2015-01-26,11:15:00,False
0000695,2015-01-26,11:30:00,True
0000696,2015-01-26,11:45:00,False
0000697,2015-01-26,12:00:00,False
0000698,2015-01-26,12:15:00,True
0000699,2015-01-26,12:30:00,True
0000700,2015-01-26,12:45:00,False
0000701,2015-01-26,13:00:00,False
0000702,2015-01-26,13:15:00,False
0000703,2015-01-26,13:30:00,False
0000704,2015-01-26,13:45:00,False
0000705,2015-01-26,14:00:00,False
0000706,2015-01-26,14:15:00,False
0000707,2015-01-26,14:30:00,False
0000708,2015-01-26,14:45:00,False
0000709,2015-01-26,15:00:00,False
0000710,2015-01-26,15:15:00,False
0000711,2015-01-26,15:30:00,False
0000712,2015-01-26,15:45:00,False
0000713,2015-01-26,16:00:00,False
0000714,2015-01-26,16:15:00,False
0000715,2015-01-26,16:30:00,False
0000716,2015-01-26,16:45:00,False
0000717,2015-01-26,17:00:00,False
0000718,2015-01-26,17:15:00,False
0000719,2015-01-26,17:30:00,False
0000720,2015-01-26,17:45:00,False
0000721,2015-01-27,08:00:00,False
0000722,2015-01-27,08:15:00,False
0000723,2015-01-27,08:30:00,False
0000724,2015-01-27,08:45:00,False
0000725,2015-01-27,09:00:00,False
0000726,2015-01-27,09:15:00,True
0000727,2015-01-27,09:30:00,False
0000728,2015-01-27,09:45:00,False
0000729,2015-01-27,10:00:00,False
0000730,2015-01-27,10:15:00,False
0000731,2015-01-27,10:30:00,False
0000732,2015-01-27,10:45:00,False
0000733,2015-01-27,11:00:00,False
0000734,2015-01-27,11:15:00,False
